project_id,project_name,planned_completion_date,industry,technology,complexity,project_type,planned_duration_days,current_planned_effort,current_planned_budget,current_planned_team_size,pm_estimated_value,ai_estimated_value,approved_cr_count,total_cr_effort_impact,total_cr_budget_impact,total_cr_duration_impact,latest_completion_percent,progress_snapshot_count,days_since_last_progress_update,average_progress_velocity,progress_velocity_trend,actual_effort_to_date,actual_budget_to_date,actual_team_size,actual_final_budget
406,Apex_006,,,,0.0,,0,0.0,0.0,0.0,2380.0,0.0,5.0,0.0,143764.0,0.0,99.11,8,979,0.43590476190476185,-0.1455555555555556,79.29,69.38,0,69.38
407,Apex_007,,,,0.0,,0,0.0,0.0,0.0,2310.0,0.0,2.0,0.0,53078.0,0.0,100.0,11,542,0.30306666666666665,-0.02673333333333333,80.0,70.0,0,70.0
408,Apex_008,,,,0.0,,0,0.0,0.0,0.0,2516.0,0.0,0.0,0.0,0.0,0.0,100.0,7,653,0.4323333333333333,0.10433333333333339,80.0,70.0,0,70.0
409,Apex_009,,,,0.0,,0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,99.21,6,1112,0.5493333333333332,-0.2395000000000001,79.37,69.45,0,69.45
410,Apex_010,,,,0.0,,0,0.0,0.0,0.0,2080.0,0.0,0.0,0.0,0.0,0.0,97.74,8,509,0.41352380952380946,-0.2413333333333334,78.19,68.42,0,68.42
411,Nova_001,,,,0.0,,0,0.0,0.0,0.0,946.0,0.0,0.0,0.0,0.0,0.0,100.0,4,509,0.7316666666666666,0.21199999999999974,80.0,70.0,0,70.0
412,Nova_002,,,,0.0,,0,0.0,0.0,0.0,2000.0,0.0,2.0,0.0,86077.0,0.0,100.0,6,527,0.5644666666666667,-0.062000000000000055,80.0,70.0,0,70.0
413,Nova_003,,,,0.0,,0,0.0,0.0,0.0,1326.0,0.0,5.0,0.0,149462.0,0.0,98.4,4,820,0.8093333333333333,-0.10133333333333316,78.72,68.88,0,68.88
414,Nova_004,,,,0.0,,0,0.0,0.0,0.0,2354.0,0.0,2.0,0.0,34972.0,0.0,100.0,10,639,0.3425925925925926,-0.06283333333333341,80.0,70.0,0,70.0
415,Nova_005,,,,0.0,,0,0.0,0.0,0.0,2070.0,0.0,4.0,0.0,89043.0,0.0,100.0,7,461,0.4681666666666666,-0.07783333333333342,80.0,70.0,0,70.0
416,Nova_006,,,,0.0,,0,0.0,0.0,0.0,1320.0,0.0,1.0,0.0,25522.0,0.0,100.0,6,394,0.5639333333333334,-0.02183333333333337,80.0,70.0,0,70.0
417,Nova_007,,,,0.0,,0,0.0,0.0,0.0,1593.0,0.0,0.0,0.0,0.0,0.0,98.78,9,849,0.38179166666666664,-0.08438888888888885,79.02,69.15,0,69.15
418,Nova_008,,,,0.0,,0,0.0,0.0,0.0,1144.0,0.0,2.0,0.0,33040.0,0.0,100.0,5,701,0.69,-0.3888333333333336,80.0,70.0,0,70.0
419,Nova_009,,,,0.0,,0,0.0,0.0,0.0,1780.0,0.0,2.0,0.0,47769.0,0.0,100.0,9,599,0.36225,-0.04030555555555554,80.0,70.0,0,70.0
420,Nova_010,,,,0.0,,0,0.0,0.0,0.0,1780.0,0.0,0.0,0.0,0.0,0.0,100.0,9,920,0.351875,0.056277777777777815,80.0,70.0,0,70.0
421,Titan_001,,,,0.0,,0,0.0,0.0,0.0,2004.0,0.0,4.0,0.0,106058.0,0.0,100.0,8,328,0.3854761904761905,0.04022222222222227,80.0,70.0,0,70.0
422,Titan_002,,,,0.0,,0,0.0,0.0,0.0,1932.0,0.0,4.0,0.0,120728.0,0.0,100.0,7,497,0.47805555555555557,-0.11983333333333318,80.0,70.0,0,70.0
423,Titan_003,,,,0.0,,0,0.0,0.0,0.0,1547.0,0.0,4.0,0.0,122161.0,0.0,99.96,6,752,0.5802,-0.09566666666666668,79.97,69.97,0,69.97
424,Titan_004,,,,0.0,,0,0.0,0.0,0.0,1040.0,0.0,2.0,0.0,61535.0,0.0,100.0,4,858,0.7837777777777777,0.05833333333333335,80.0,70.0,0,70.0
425,Titan_005,,,,0.0,,0,0.0,0.0,0.0,2220.0,0.0,5.0,0.0,100570.0,0.0,100.0,9,595,0.34737500000000004,0.0741944444444444,80.0,70.0,0,70.0
426,Titan_006,,,,0.0,,0,0.0,0.0,0.0,1834.0,0.0,1.0,0.0,19385.0,0.0,100.0,7,946,0.4368333333333333,0.13327777777777783,80.0,70.0,0,70.0
427,Titan_007,,,,0.0,,0,0.0,0.0,0.0,2314.0,0.0,1.0,0.0,13990.0,0.0,100.0,9,693,0.336,0.14502777777777778,80.0,70.0,0,70.0
428,Titan_008,,,,0.0,,0,0.0,0.0,0.0,1428.0,0.0,2.0,0.0,42455.0,0.0,100.0,6,1100,0.5590666666666667,-0.11550000000000005,80.0,70.0,0,70.0
429,Titan_009,,,,0.0,,0,0.0,0.0,0.0,4080.0,0.0,3.0,0.0,78522.0,0.0,100.0,12,358,0.2629090909090909,-0.01753333333333329,80.0,70.0,0,70.0
430,Titan_010,,,,0.0,,0,0.0,0.0,0.0,1440.0,0.0,5.0,0.0,160571.0,0.0,100.0,6,607,0.5875333333333334,-0.2064999999999999,80.0,70.0,0,70.0
431,Orion_001,,,,0.0,,0,0.0,0.0,0.0,1651.0,0.0,3.0,0.0,82022.0,0.0,98.99,6,929,0.5331333333333333,-0.13950000000000007,79.19,69.29,0,69.29
432,Orion_002,,,,0.0,,0,0.0,0.0,0.0,1696.0,0.0,4.0,0.0,108582.0,0.0,95.74,5,575,0.6300833333333333,-0.24683333333333346,76.59,67.02,0,67.02
433,Orion_003,,,,0.0,,0,0.0,0.0,0.0,2314.0,0.0,5.0,0.0,144341.0,0.0,98.3,9,812,0.38175000000000003,-0.20488888888888895,78.64,68.81,0,68.81
434,Orion_004,,,,0.0,,0,0.0,0.0,0.0,2128.0,0.0,0.0,0.0,0.0,0.0,97.93,8,679,0.3714761904761905,0.0456666666666668,78.34,68.55,0,68.55
435,Orion_005,,,,0.0,,0,0.0,0.0,0.0,2220.0,0.0,1.0,0.0,18662.0,0.0,100.0,9,760,0.3561666666666667,-0.017388888888888898,80.0,70.0,0,70.0
436,Orion_006,,,,0.0,,0,0.0,0.0,0.0,2925.0,0.0,1.0,0.0,41021.0,0.0,100.0,11,313,0.2902333333333333,-0.007183333333333319,80.0,70.0,0,70.0
437,Orion_007,,,,0.0,,0,0.0,0.0,0.0,996.0,0.0,4.0,0.0,100801.0,0.0,96.13,4,1004,0.7979999999999999,-0.16800000000000004,76.9,67.29,0,67.29
438,Orion_008,,,,0.0,,0,0.0,0.0,0.0,1820.0,0.0,5.0,0.0,149689.0,0.0,99.56,7,606,0.4887777777777778,-0.3176666666666667,79.65,69.69,0,69.69
439,Orion_009,,,,0.0,,0,0.0,0.0,0.0,2925.0,0.0,2.0,0.0,28820.0,0.0,96.48,11,376,0.30013333333333336,-0.05448333333333327,77.18,67.54,0,67.54
440,Orion_010,,,,0.0,,0,0.0,0.0,0.0,2509.0,0.0,5.0,0.0,87351.0,0.0,100.0,9,981,0.3309166666666667,0.008694444444444394,80.0,70.0,0,70.0
441,Phoenix_001,,,,0.0,,0,0.0,0.0,0.0,3302.0,0.0,1.0,0.0,38130.0,0.0,100.0,12,809,0.28015151515151515,-0.10959999999999998,80.0,70.0,0,70.0
442,Phoenix_002,,,,0.0,,0,0.0,0.0,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,98.74,4,789,0.7332222222222222,0.2909999999999996,78.99,69.12,0,69.12
443,Phoenix_003,,,,0.0,,0,0.0,0.0,0.0,3920.0,0.0,3.0,0.0,87329.0,0.0,100.0,12,455,0.27415151515151515,-0.1036,80.0,70.0,0,70.0
444,Phoenix_004,,,,0.0,,0,0.0,0.0,0.0,1235.0,0.0,1.0,0.0,35083.0,0.0,100.0,5,1061,0.6004166666666666,0.10599999999999998,80.0,70.0,0,70.0
445,Phoenix_005,,,,0.0,,0,0.0,0.0,0.0,2275.0,0.0,1.0,0.0,30463.0,0.0,97.97,9,552,0.3729583333333333,-0.061027777777777736,78.38,68.58,0,68.58
446,Phoenix_006,,,,0.0,,0,0.0,0.0,0.0,1022.0,0.0,5.0,0.0,176110.0,0.0,100.0,4,968,0.8220000000000001,0.20466666666666655,80.0,70.0,0,70.0
447,Phoenix_007,,,,0.0,,0,0.0,0.0,0.0,2492.0,0.0,0.0,0.0,0.0,0.0,98.06,9,579,0.3796666666666667,-0.16233333333333338,78.45,68.64,0,68.64
448,Phoenix_008,,,,0.0,,0,0.0,0.0,0.0,1170.0,0.0,1.0,0.0,33908.0,0.0,100.0,4,852,0.8681111111111111,-0.3763333333333333,80.0,70.0,0,70.0
449,Phoenix_009,,,,0.0,,0,0.0,0.0,0.0,1288.0,0.0,5.0,0.0,145440.0,0.0,100.0,5,1002,0.6214999999999999,-0.05349999999999999,80.0,70.0,0,70.0
450,Phoenix_010,,,,0.0,,0,0.0,0.0,0.0,2064.0,0.0,5.0,0.0,153842.0,0.0,100.0,8,868,0.38909523809523816,-0.03244444444444455,80.0,70.0,0,70.0
451,Aurora_001,,,,0.0,,0,0.0,0.0,0.0,2700.0,0.0,5.0,0.0,201453.0,0.0,100.0,9,408,0.332875,0.057916666666666616,80.0,70.0,0,70.0
452,Aurora_002,,,,0.0,,0,0.0,0.0,0.0,3172.0,0.0,0.0,0.0,0.0,0.0,95.33,12,658,0.24348484848484847,-0.024266666666666603,76.26,66.73,0,66.73
453,Aurora_003,,,,0.0,,0,0.0,0.0,0.0,1551.0,0.0,4.0,0.0,119503.0,0.0,100.0,7,569,0.44766666666666666,0.04444444444444445,80.0,70.0,0,70.0
454,Aurora_004,,,,0.0,,0,0.0,0.0,0.0,3026.0,0.0,5.0,0.0,205405.0,0.0,95.83,9,377,0.3554583333333333,-0.16547222222222224,76.66,67.08,0,67.08
455,Aurora_005,,,,0.0,,0,0.0,0.0,0.0,2532.0,0.0,1.0,0.0,45518.0,0.0,100.0,10,680,0.3360740740740741,-0.12074999999999997,80.0,70.0,0,70.0
456,Aurora_006,,,,0.0,,0,0.0,0.0,0.0,3888.0,0.0,4.0,0.0,140284.0,0.0,100.0,12,268,0.271,-0.05820000000000003,80.0,70.0,0,70.0
457,Aurora_007,,,,0.0,,0,0.0,0.0,0.0,1650.0,0.0,4.0,0.0,100164.0,0.0,95.75,7,425,0.442,0.051277777777777755,76.6,67.02,0,67.02
458,Aurora_008,,,,0.0,,0,0.0,0.0,0.0,3168.0,0.0,3.0,0.0,30452.0,0.0,100.0,10,458,0.3098148148148148,0.027833333333333377,80.0,70.0,0,70.0
459,Aurora_009,,,,0.0,,0,0.0,0.0,0.0,1243.0,0.0,2.0,0.0,33249.0,0.0,99.77,6,926,0.4944666666666666,0.0814999999999999,79.82,69.84,0,69.84
460,Aurora_010,,,,0.0,,0,0.0,0.0,0.0,1836.0,0.0,5.0,0.0,196619.0,0.0,95.64,8,770,0.40280952380952384,-0.19911111111111113,76.51,66.95,0,66.95
461,Nebula_001,,,,0.0,,0,0.0,0.0,0.0,1956.0,0.0,4.0,0.0,107104.0,0.0,100.0,8,881,0.43404761904761907,-0.0954444444444445,80.0,70.0,0,70.0
462,Nebula_002,,,,0.0,,0,0.0,0.0,0.0,1708.0,0.0,4.0,0.0,111810.0,0.0,100.0,6,433,0.5449333333333333,-0.032333333333333325,80.0,70.0,0,70.0
463,Nebula_003,,,,0.0,,0,0.0,0.0,0.0,2170.0,0.0,1.0,0.0,44878.0,0.0,97.48,8,659,0.40738095238095245,-0.04577777777777775,77.98,68.24,0,68.24
464,Nebula_004,,,,0.0,,0,0.0,0.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,100.0,6,1047,0.5702666666666666,0.11550000000000016,80.0,70.0,0,70.0
465,Nebula_005,,,,0.0,,0,0.0,0.0,0.0,2470.0,0.0,4.0,0.0,124641.0,0.0,100.0,9,695,0.331625,0.11366666666666664,80.0,70.0,0,70.0
466,Nebula_006,,,,0.0,,0,0.0,0.0,0.0,2954.0,0.0,3.0,0.0,39759.0,0.0,98.51,10,322,0.32692592592592595,-0.11049999999999999,78.81,68.96,0,68.96
467,Nebula_007,,,,0.0,,0,0.0,0.0,0.0,1668.0,0.0,5.0,0.0,193807.0,0.0,100.0,7,592,0.47072222222222226,0.03627777777777769,80.0,70.0,0,70.0
468,Nebula_008,,,,0.0,,0,0.0,0.0,0.0,1133.0,0.0,5.0,0.0,171139.0,0.0,100.0,5,579,0.6780833333333334,-0.5091666666666667,80.0,70.0,0,70.0
469,Nebula_009,,,,0.0,,0,0.0,0.0,0.0,1368.0,0.0,1.0,0.0,45221.0,0.0,95.45,6,753,0.4623333333333333,0.1176666666666667,76.36,66.82,0,66.82
470,Nebula_010,,,,0.0,,0,0.0,0.0,0.0,2212.0,0.0,5.0,0.0,130541.0,0.0,97.01,8,394,0.36600000000000005,0.03900000000000009,77.61,67.91,0,67.91
471,Solaris_001,,,,0.0,,0,0.0,0.0,0.0,2964.0,0.0,1.0,0.0,22323.0,0.0,100.0,12,704,0.2642424242424243,0.020666666666666667,80.0,70.0,0,70.0
472,Solaris_002,,,,0.0,,0,0.0,0.0,0.0,700.0,0.0,2.0,0.0,30513.0,0.0,100.0,4,952,0.7896666666666666,-0.13566666666666682,80.0,70.0,0,70.0
473,Solaris_003,,,,0.0,,0,0.0,0.0,0.0,2784.0,0.0,1.0,0.0,5002.0,0.0,100.0,9,493,0.37937499999999996,-0.055999999999999994,80.0,70.0,0,70.0
474,Solaris_004,,,,0.0,,0,0.0,0.0,0.0,3904.0,0.0,5.0,0.0,120805.0,0.0,100.0,12,562,0.25827272727272726,-0.06560000000000005,80.0,70.0,0,70.0
475,Solaris_005,,,,0.0,,0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,0.0,0.0,100.0,7,638,0.48377777777777775,-0.14305555555555555,80.0,70.0,0,70.0
476,Solaris_006,,,,0.0,,0,0.0,0.0,0.0,1320.0,0.0,4.0,0.0,148791.0,0.0,99.72,8,630,0.3734761904761905,0.12955555555555553,79.78,69.8,0,69.8
477,Solaris_007,,,,0.0,,0,0.0,0.0,0.0,2035.0,0.0,1.0,0.0,19212.0,0.0,100.0,9,309,0.36150000000000004,-0.1256388888888889,80.0,70.0,0,70.0
478,Solaris_008,,,,0.0,,0,0.0,0.0,0.0,1716.0,0.0,4.0,0.0,141117.0,0.0,100.0,8,575,0.3944761904761905,-0.004333333333333356,80.0,70.0,0,70.0
479,Solaris_009,,,,0.0,,0,0.0,0.0,0.0,1420.0,0.0,3.0,0.0,79666.0,0.0,100.0,7,768,0.4867222222222222,-0.07938888888888884,80.0,70.0,0,70.0
480,Solaris_010,,,,0.0,,0,0.0,0.0,0.0,1134.0,0.0,0.0,0.0,0.0,0.0,99.38,4,792,0.8788888888888888,-0.2599999999999999,79.5,69.57,0,69.57
481,Vertex_001,,,,0.0,,0,0.0,0.0,0.0,1127.0,0.0,4.0,0.0,137158.0,0.0,96.9,8,718,0.40185714285714286,-0.11088888888888881,77.52,67.83,0,67.83
482,Vertex_002,,,,0.0,,0,0.0,0.0,0.0,765.0,0.0,1.0,0.0,33315.0,0.0,100.0,8,993,0.4166190476190476,-0.045444444444444454,80.0,70.0,0,70.0
483,Vertex_003,,,,0.0,,0,0.0,0.0,0.0,715.0,0.0,2.0,0.0,24044.0,0.0,98.41,7,800,0.4901111111111111,-0.1881666666666667,78.73,68.89,0,68.89
484,Vertex_004,,,,0.0,,0,0.0,0.0,0.0,1183.0,0.0,1.0,0.0,45797.0,0.0,100.0,8,426,0.39438095238095233,-0.02677777777777779,80.0,70.0,0,70.0
485,Vertex_005,,,,0.0,,0,0.0,0.0,0.0,906.0,0.0,2.0,0.0,32525.0,0.0,100.0,8,1027,0.39519047619047615,-0.04133333333333333,80.0,70.0,0,70.0
486,Vertex_006,,,,0.0,,0,0.0,0.0,0.0,945.0,0.0,3.0,0.0,70839.0,0.0,100.0,9,737,0.366875,-0.03875000000000006,80.0,70.0,0,70.0
487,Vertex_007,,,,0.0,,0,0.0,0.0,0.0,1110.0,0.0,2.0,0.0,18068.0,0.0,98.92,9,759,0.337625,-0.0021666666666665946,79.14,69.24,0,69.24
488,Vertex_008,,,,0.0,,0,0.0,0.0,0.0,365.0,0.0,3.0,0.0,99300.0,0.0,100.0,4,1025,0.8195555555555556,-0.07099999999999995,80.0,70.0,0,70.0
489,Vertex_009,,,,0.0,,0,0.0,0.0,0.0,1526.0,0.0,4.0,0.0,107124.0,0.0,100.0,11,661,0.30876666666666663,0.01930000000000004,80.0,70.0,0,70.0
490,Vertex_010,,,,0.0,,0,0.0,0.0,0.0,686.0,0.0,3.0,0.0,106370.0,0.0,100.0,5,856,0.6583333333333333,-0.20966666666666656,80.0,70.0,0,70.0
491,Vector_001,,,,0.0,,0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,100.0,8,979,0.38242857142857145,0.018777777777777782,80.0,70.0,0,70.0
492,Vector_002,,,,0.0,,0,0.0,0.0,0.0,1288.0,0.0,2.0,0.0,64940.0,0.0,100.0,9,864,0.3824583333333333,-0.1256666666666667,80.0,70.0,0,70.0
493,Vector_003,,,,0.0,,0,0.0,0.0,0.0,1001.0,0.0,4.0,0.0,146758.0,0.0,100.0,7,713,0.42916666666666664,0.00038888888888882756,80.0,70.0,0,70.0
494,Vector_004,,,,0.0,,0,0.0,0.0,0.0,544.0,0.0,2.0,0.0,70782.0,0.0,97.34,4,721,0.7933333333333334,0.0956666666666669,77.87,68.14,0,68.14
495,Vector_005,,,,0.0,,0,0.0,0.0,0.0,1424.0,0.0,2.0,0.0,34955.0,0.0,98.7,9,378,0.3647916666666667,-0.022833333333333317,78.96,69.09,0,69.09
496,Vector_006,,,,0.0,,0,0.0,0.0,0.0,896.0,0.0,0.0,0.0,0.0,0.0,100.0,6,972,0.4908666666666666,0.09183333333333332,80.0,70.0,0,70.0
497,Vector_007,,,,0.0,,0,0.0,0.0,0.0,1218.0,0.0,5.0,0.0,129146.0,0.0,100.0,10,479,0.33959259259259256,-0.08424999999999999,80.0,70.0,0,70.0
498,Vector_008,,,,0.0,,0,0.0,0.0,0.0,594.0,0.0,0.0,0.0,0.0,0.0,100.0,5,457,0.6433333333333333,-0.03733333333333311,80.0,70.0,0,70.0
499,Vector_009,,,,0.0,,0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,100.0,6,512,0.5276,-0.15333333333333327,80.0,70.0,0,70.0
500,Vector_010,,,,0.0,,0,0.0,0.0,0.0,1616.0,0.0,3.0,0.0,94658.0,0.0,100.0,10,903,0.32492592592592595,0.05449999999999994,80.0,70.0,0,70.0
501,Velocity_001,,,,0.0,,0,0.0,0.0,0.0,745.0,0.0,4.0,0.0,98726.0,0.0,98.06,7,441,0.4896666666666667,-0.1562222222222221,78.45,68.64,0,68.64
502,Velocity_002,,,,0.0,,0,0.0,0.0,0.0,846.0,0.0,1.0,0.0,29406.0,0.0,100.0,7,910,0.45705555555555555,-0.018500000000000016,80.0,70.0,0,70.0
503,Velocity_003,,,,0.0,,0,0.0,0.0,0.0,380.0,0.0,3.0,0.0,72741.0,0.0,100.0,5,737,0.59575,-0.02516666666666656,80.0,70.0,0,70.0
504,Velocity_004,,,,0.0,,0,0.0,0.0,0.0,516.0,0.0,4.0,0.0,56932.0,0.0,99.64,6,892,0.5099333333333333,0.21716666666666656,79.71,69.75,0,69.75
505,Velocity_005,,,,0.0,,0,0.0,0.0,0.0,830.0,0.0,1.0,0.0,30182.0,0.0,95.22,8,672,0.41728571428571426,-0.21744444444444455,76.18,66.65,0,66.65
506,Velocity_006,,,,0.0,,0,0.0,0.0,0.0,1267.0,0.0,1.0,0.0,25812.0,0.0,100.0,9,298,0.35091666666666665,-0.018833333333333313,80.0,70.0,0,70.0
507,Velocity_007,,,,0.0,,0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,96.82,6,1101,0.5406,-0.1896666666666666,77.46,67.77,0,67.77
508,Velocity_008,,,,0.0,,0,0.0,0.0,0.0,960.0,0.0,3.0,0.0,68646.0,0.0,96.94,6,554,0.5416666666666666,-0.11783333333333335,77.55,67.86,0,67.86
509,Velocity_009,,,,0.0,,0,0.0,0.0,0.0,707.0,0.0,5.0,0.0,106349.0,0.0,98.54,5,859,0.5767500000000001,-0.043833333333333446,78.83,68.98,0,68.98
510,Velocity_010,,,,0.0,,0,0.0,0.0,0.0,1022.0,0.0,5.0,0.0,132489.0,0.0,100.0,7,862,0.5017777777777778,-0.10744444444444445,80.0,70.0,0,70.0
511,Valor_001,,,,0.0,,0,0.0,0.0,0.0,1134.0,0.0,1.0,0.0,14211.0,0.0,100.0,8,774,0.43266666666666664,-0.19111111111111112,80.0,70.0,0,70.0
512,Valor_002,,,,0.0,,0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,0.0,96.72,9,381,0.34137500000000004,-0.030833333333333268,77.38,67.7,0,67.7
513,Valor_003,,,,0.0,,0,0.0,0.0,0.0,1211.0,0.0,3.0,0.0,50733.0,0.0,100.0,9,404,0.3491666666666667,-0.10502777777777789,80.0,70.0,0,70.0
514,Valor_004,,,,0.0,,0,0.0,0.0,0.0,1472.0,0.0,1.0,0.0,6209.0,0.0,100.0,9,836,0.347625,0.11549999999999999,80.0,70.0,0,70.0
515,Valor_005,,,,0.0,,0,0.0,0.0,0.0,550.0,0.0,3.0,0.0,78091.0,0.0,100.0,6,613,0.5444,-0.16199999999999992,80.0,70.0,0,70.0
516,Valor_006,,,,0.0,,0,0.0,0.0,0.0,920.0,0.0,3.0,0.0,83282.0,0.0,100.0,11,304,0.28459999999999996,0.07459999999999994,80.0,70.0,0,70.0
517,Valor_007,,,,0.0,,0,0.0,0.0,0.0,1880.0,0.0,3.0,0.0,91859.0,0.0,98.93,11,453,0.2909666666666667,-0.04409999999999997,79.14,69.25,0,69.25
518,Valor_008,,,,0.0,,0,0.0,0.0,0.0,1264.0,0.0,3.0,0.0,82204.0,0.0,97.54,8,407,0.3608571428571429,0.03344444444444461,78.03,68.28,0,68.28
519,Valor_009,,,,0.0,,0,0.0,0.0,0.0,1190.0,0.0,1.0,0.0,20818.0,0.0,100.0,8,945,0.41171428571428575,-0.02244444444444449,80.0,70.0,0,70.0
520,Valor_010,,,,0.0,,0,0.0,0.0,0.0,755.0,0.0,3.0,0.0,127440.0,0.0,100.0,8,329,0.3851904761904762,-0.12400000000000005,80.0,70.0,0,70.0
521,Prism_001,,,,0.0,,0,0.0,0.0,0.0,2400.0,0.0,2.0,0.0,64394.0,0.0,96.78,8,993,0.3546190476190476,0.045111111111111046,77.42,67.75,0,67.75
522,Prism_002,,,,0.0,,0,0.0,0.0,0.0,1836.0,0.0,4.0,0.0,153736.0,0.0,100.0,8,1032,0.4334285714285714,-0.07400000000000001,80.0,70.0,0,70.0
523,Prism_003,,,,0.0,,0,0.0,0.0,0.0,1548.0,0.0,4.0,0.0,111891.0,0.0,95.06,6,696,0.5444,-0.2500000000000001,76.05,66.54,0,66.54
524,Prism_004,,,,0.0,,0,0.0,0.0,0.0,2629.0,0.0,4.0,0.0,95661.0,0.0,96.84,12,331,0.27736363636363637,-0.04626666666666665,77.47,67.79,0,67.79
525,Prism_005,,,,0.0,,0,0.0,0.0,0.0,2123.0,0.0,5.0,0.0,192666.0,0.0,100.0,9,693,0.361875,-0.024083333333333345,80.0,70.0,0,70.0
526,Prism_006,,,,0.0,,0,0.0,0.0,0.0,2136.0,0.0,0.0,0.0,0.0,0.0,100.0,9,559,0.34295833333333337,0.011444444444444424,80.0,70.0,0,70.0
527,Prism_007,,,,0.0,,0,0.0,0.0,0.0,750.0,0.0,2.0,0.0,73420.0,0.0,98.64,4,813,0.7727777777777778,0.1253333333333334,78.91,69.05,0,69.05
528,Prism_008,,,,0.0,,0,0.0,0.0,0.0,1235.0,0.0,2.0,0.0,48205.0,0.0,98.49,5,989,0.6645833333333333,-0.2778333333333335,78.79,68.94,0,68.94
529,Prism_009,,,,0.0,,0,0.0,0.0,0.0,2805.0,0.0,4.0,0.0,107303.0,0.0,100.0,12,589,0.2483939393939394,0.09726666666666661,80.0,70.0,0,70.0
530,Prism_010,,,,0.0,,0,0.0,0.0,0.0,2145.0,0.0,0.0,0.0,0.0,0.0,98.85,8,335,0.39880952380952384,-0.007333333333333469,79.08,69.2,0,69.2
531,Pulse_001,,,,0.0,,0,0.0,0.0,0.0,960.0,0.0,2.0,0.0,42557.0,0.0,100.0,5,440,0.6781666666666666,-0.02733333333333332,80.0,70.0,0,70.0
532,Pulse_002,,,,0.0,,0,0.0,0.0,0.0,1500.0,0.0,3.0,0.0,118003.0,0.0,100.0,6,473,0.5458000000000001,-0.08616666666666639,80.0,70.0,0,70.0
533,Pulse_003,,,,0.0,,0,0.0,0.0,0.0,2002.0,0.0,5.0,0.0,134438.0,0.0,97.18,9,403,0.3544583333333334,-0.19855555555555549,77.74,68.03,0,68.03
534,Pulse_004,,,,0.0,,0,0.0,0.0,0.0,2475.0,0.0,5.0,0.0,73422.0,0.0,100.0,11,288,0.2815666666666667,-0.0018500000000000183,80.0,70.0,0,70.0
535,Pulse_005,,,,0.0,,0,0.0,0.0,0.0,2772.0,0.0,2.0,0.0,68186.0,0.0,99.09,11,522,0.30666666666666664,-0.06864999999999996,79.27,69.36,0,69.36
